,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class_number_of_rings,target
1852,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9.0,0
1853,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7.0,2
1854,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,8.0,2
1855,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9.0,0
1856,0.24,0.175,0.055,0.0705,0.025,0.013999999999999999,0.021,5.0,2
1857,0.515,0.42,0.135,0.711,0.337,0.14400000000000002,0.205,13.0,2
1858,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,9.0,2
1859,0.595,0.455,0.155,1.041,0.41600000000000004,0.2105,0.365,14.0,0
1860,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10.0,0
1861,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16.0,0
1862,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6.0,0
1863,0.46,0.375,0.135,0.4935,0.18600000000000003,0.0845,0.17,12.0,0
1864,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8.0,2
1865,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9.0,1
1866,0.525,0.41,0.175,0.8740000000000001,0.3585,0.207,0.205,18.0,2
1867,0.535,0.43,0.155,0.7845,0.3285,0.16899999999999998,0.245,10.0,0
1868,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8.0,2
1869,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,10.0,2
1870,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9.0,0
1871,0.245,0.175,0.055,0.0785,0.04,0.018000000000000002,0.02,5.0,2
1872,0.585,0.445,0.14,0.9129999999999999,0.4305,0.2205,0.253,10.0,1
1873,0.64,0.485,0.15,1.0979999999999999,0.5195,0.222,0.3175,10.0,0
1874,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,6.0,2
1875,0.52,0.46,0.15,1.0190000000000001,0.523,0.1985,0.254,7.0,1
1876,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11.0,1
1877,0.56,0.43,0.155,0.8675,0.4,0.172,0.22899999999999998,8.0,0
1878,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14.0,1
1879,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11.0,0
1880,0.65,0.51,0.155,1.4069999999999998,0.7215,0.298,0.335,9.0,0
1881,0.395,0.295,0.09,0.3025,0.14300000000000002,0.0665,0.0765,5.0,2
1882,0.315,0.24,0.07,0.13699999999999998,0.0545,0.0315,0.04,8.0,2
1883,0.2,0.155,0.04,0.0435,0.0155,0.009000000000000001,0.006999999999999999,4.0,2
1884,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,8.0,2
1885,0.695,0.565,0.19,1.7635,0.7465,0.39899999999999997,0.4975,11.0,1
1886,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,8.0,0
1887,0.66,0.525,0.205,1.3665,0.5005,0.29100000000000004,0.41,18.0,1
1888,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9.0,2
1889,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,9.0,2
1890,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8.0,2
1891,0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,11.0,0
1892,0.625,0.505,0.175,1.131,0.5425,0.2265,0.32299999999999995,8.0,0
1893,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11.0,1
1894,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6.0,2
1895,0.405,0.325,0.11,0.3555,0.151,0.063,0.11699999999999999,9.0,1
1896,0.445,0.335,0.11,0.41100000000000003,0.1985,0.0935,0.109,8.0,2
1897,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9.0,0
1898,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9.0,0
1899,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9.0,0
1900,0.555,0.45,0.145,0.915,0.4,0.24600000000000002,0.285,11.0,0
1901,0.4,0.31,0.11,0.314,0.138,0.057,0.1,11.0,0
1902,0.42,0.33,0.125,0.46299999999999997,0.18600000000000003,0.11,0.145,10.0,1
1903,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17.0,0
1904,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,17.0,2
1905,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10.0,1
1906,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8.0,1
1907,0.495,0.38,0.12,0.573,0.2655,0.1285,0.14400000000000002,7.0,1
1908,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,10.0,1
1909,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6.0,2
1910,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10.0,1
1911,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9.0,0
1912,0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,9.0,2
1913,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5.0,2
1914,0.405,0.29,0.09,0.2825,0.11199999999999999,0.075,0.0815,7.0,2
1915,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13.0,2
1916,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16.0,1
1917,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20.0,0
1918,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10.0,1
1919,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7.0,2
1920,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9.0,1
1921,0.74,0.57,0.18,1.8725,0.9115,0.42700000000000005,0.446,10.0,0
1922,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10.0,0
1923,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,10.0,0
1924,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10.0,1
1925,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12.0,1
1926,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12.0,0
1927,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,11.0,0
1928,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,17.0,0
1929,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8.0,2
1930,0.595,0.45,0.145,0.9590000000000001,0.46299999999999997,0.2065,0.2535,10.0,0
1931,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9.0,2
1932,0.45,0.335,0.105,0.36200000000000004,0.1575,0.0795,0.1095,7.0,2
1933,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11.0,2
1934,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8.0,1
1935,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14.0,2
1936,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9.0,2
1937,0.62,0.475,0.16,1.1295,0.46299999999999997,0.2685,0.33,10.0,1
1938,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7.0,0
1939,0.405,0.31,0.065,0.3205,0.1575,0.066,0.08800000000000001,6.0,2
1940,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,14.0,0
1941,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5.0,2
1942,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,10.0,0
1943,0.45,0.335,0.14,0.4625,0.16399999999999998,0.076,0.15,14.0,0
1944,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12.0,1
1945,0.62,0.475,0.15,0.9545,0.455,0.1865,0.27699999999999997,9.0,1
1946,0.49,0.385,0.16,0.6559999999999999,0.2455,0.171,0.205,9.0,1
1947,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,7.0,1
1948,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11.0,0
1949,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10.0,0
1950,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8.0,2
1951,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18.0,0
1952,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9.0,2
1953,0.57,0.45,0.18,0.9079999999999999,0.4015,0.217,0.255,9.0,1
1954,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13.0,1
1955,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8.0,0
1956,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12.0,1
1957,0.68,0.55,0.2,1.5959999999999999,0.525,0.4075,0.585,21.0,1
1958,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13.0,0
1959,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7.0,0
1960,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13.0,1
1961,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11.0,1
1962,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8.0,1
1963,0.625,0.48,0.18,1.2229999999999999,0.565,0.2975,0.3375,10.0,0
1964,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8.0,0
1965,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10.0,1
1966,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6.0,2
1967,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9.0,2
1968,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18.0,1
1969,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8.0,2
1970,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9.0,2
1971,0.72,0.565,0.2,2.1055,1.0170000000000001,0.363,0.494,12.0,0
1972,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9.0,0
1973,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9.0,1
1974,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8.0,1
1975,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8.0,0
1976,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,15.0,0
1977,0.665,0.525,0.21,1.6440000000000001,0.818,0.3395,0.4275,10.0,1
1978,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11.0,0
1979,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14.0,1
1980,0.555,0.45,0.175,0.8740000000000001,0.3275,0.20199999999999999,0.305,10.0,0
1981,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9.0,2
1982,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11.0,1
1983,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.10400000000000001,11.0,0
1984,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6.0,1
1985,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8.0,0
1986,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12.0,0
1987,0.535,0.415,0.135,0.78,0.3165,0.16899999999999998,0.2365,8.0,0
1988,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9.0,1
1989,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13.0,0
1990,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11.0,0
1991,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18.0,0
1992,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10.0,0
1993,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9.0,0
1994,0.345,0.25,0.09,0.203,0.078,0.059000000000000004,0.055,6.0,1
1995,0.465,0.355,0.115,0.4705,0.1955,0.11800000000000001,0.126,7.0,1
1996,0.505,0.4,0.125,0.583,0.24600000000000002,0.13,0.175,7.0,1
1997,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8.0,2
1998,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10.0,0
1999,0.46,0.375,0.13,0.5735,0.2505,0.11900000000000001,0.195,9.0,0
2000,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7.0,2
2001,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11.0,0
2002,0.725,0.56,0.21,2.141,0.65,0.39799999999999996,1.005,18.0,1
2003,0.4,0.3,0.125,0.41700000000000004,0.191,0.09,0.1175,9.0,0
2004,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13.0,1
2005,0.67,0.515,0.165,1.1735,0.526,0.285,0.316,11.0,0
2006,0.6,0.475,0.16,1.1640000000000001,0.5045,0.2635,0.335,12.0,0
2007,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9.0,2
2008,0.495,0.37,0.125,0.4775,0.185,0.0705,0.16899999999999998,18.0,2
2009,0.55,0.46,0.175,0.8690000000000001,0.3155,0.1825,0.32,10.0,0
2010,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12.0,1
2011,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,6.0,2
2012,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9.0,0
2013,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,10.0,0
2014,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9.0,1
2015,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,7.0,2
2016,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9.0,0
2017,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11.0,1
2018,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,8.0,2
2019,0.66,0.485,0.155,1.2275,0.61,0.27399999999999997,0.3,8.0,0
2020,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14.0,0
2021,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9.0,0
2022,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,11.0,0
2023,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7.0,2
2024,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,9.0,1
2025,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,10.0,0
2026,0.585,0.485,0.15,1.079,0.4145,0.2115,0.35600000000000004,11.0,1
2027,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,13.0,1
2028,0.4,0.29,0.11,0.32899999999999996,0.188,0.0455,0.0825,6.0,2
2029,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8.0,1
2030,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,15.0,0
2031,0.665,0.525,0.16,1.3630000000000002,0.629,0.27899999999999997,0.34,8.0,0
2032,0.49,0.38,0.11,0.5539999999999999,0.2935,0.1005,0.15,8.0,0
2033,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6.0,2
2034,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7.0,2
2035,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9.0,1
2036,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,11.0,0
2037,0.365,0.27,0.085,0.19699999999999998,0.0815,0.0325,0.065,6.0,2
2038,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19.0,1
2039,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,13.0,0
2040,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10.0,0
2041,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,8.0,2
2042,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,6.0,2
2043,0.5,0.405,0.155,0.772,0.34600000000000003,0.1535,0.245,12.0,0
2044,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12.0,2
2045,0.425,0.325,0.11,0.3335,0.17300000000000001,0.045,0.1,7.0,2
2046,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10.0,1
2047,0.53,0.41,0.165,0.8115,0.24,0.16899999999999998,0.24,19.0,1
2048,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7.0,2
2049,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,10.0,1
2050,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16.0,0
2051,0.635,0.505,0.165,1.251,0.5770000000000001,0.22699999999999998,0.3825,11.0,1
2052,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12.0,1
2053,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11.0,0
2054,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10.0,2
2055,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11.0,1
2056,0.59,0.465,0.135,0.9895,0.4235,0.19899999999999998,0.28,8.0,0
2057,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10.0,0
2058,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10.0,1
2059,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11.0,2
2060,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,11.0,1
2061,0.59,0.445,0.13,1.1325,0.3825,0.23399999999999999,0.32,13.0,1
2062,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11.0,0
2063,0.32,0.205,0.08,0.18100000000000002,0.08800000000000001,0.034,0.0495,5.0,2
2064,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9.0,2
2065,0.5,0.38,0.125,0.5770000000000001,0.26899999999999996,0.1265,0.1535,9.0,0
2066,0.45,0.355,0.105,0.4445,0.19699999999999998,0.09300000000000001,0.1335,8.0,2
2067,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10.0,0
2068,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9.0,0
2069,0.6,0.46,0.155,0.9735,0.42700000000000005,0.2045,0.3,8.0,1
2070,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10.0,0
2071,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8.0,2
2072,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8.0,2
2073,0.54,0.425,0.13,0.7205,0.2955,0.16899999999999998,0.225,10.0,2
2074,0.61,0.47,0.145,1.153,0.40299999999999997,0.29600000000000004,0.32,14.0,1
2075,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,7.0,2
2076,0.585,0.465,0.17,0.9915,0.3865,0.22399999999999998,0.265,12.0,1
2077,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,16.0,1
2078,0.475,0.36,0.1,0.4285,0.1965,0.099,0.11199999999999999,7.0,0
2079,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044000000000000004,9.0,0
2080,0.46,0.38,0.135,0.48200000000000004,0.207,0.1225,0.145,10.0,0
2081,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11.0,0
2082,0.5,0.375,0.145,0.6215,0.27399999999999997,0.166,0.1485,7.0,0
2083,0.415,0.31,0.095,0.34,0.18100000000000002,0.057,0.083,6.0,2
2084,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12.0,1
2085,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8.0,1
2086,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,10.0,2
2087,0.41,0.31,0.11,0.315,0.124,0.08199999999999999,0.095,9.0,2
2088,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13.0,1
2089,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9.0,0
2090,0.72,0.545,0.195,1.7475,0.8215,0.38299999999999995,0.4705,11.0,0
2091,0.66,0.52,0.2,1.676,0.6729999999999999,0.4805,0.45,17.0,1
2092,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8.0,1
2093,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10.0,1
2094,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8.0,0
2095,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18.0,2
2096,0.415,0.315,0.125,0.38799999999999996,0.068,0.09,0.125,12.0,0
2097,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9.0,1
2098,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8.0,1
2099,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,11.0,1
2100,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16.0,1
2101,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28,16.0,1
2102,0.48,0.385,0.135,0.536,0.1895,0.142,0.17300000000000001,14.0,1
2103,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8.0,0
2104,0.31,0.225,0.08,0.1345,0.054000000000000006,0.024,0.05,7.0,0
2105,0.335,0.26,0.085,0.192,0.09699999999999999,0.03,0.054000000000000006,6.0,2
2106,0.44,0.335,0.115,0.4215,0.17300000000000001,0.0765,0.113,7.0,2
2107,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9.0,0
2108,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,10.0,0
2109,0.54,0.405,0.155,0.9715,0.3225,0.19399999999999998,0.29,19.0,0
2110,0.505,0.4,0.13,0.764,0.3035,0.18899999999999997,0.2175,11.0,0
2111,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9.0,2
2112,0.59,0.465,0.15,0.997,0.392,0.24600000000000002,0.34,12.0,1
2113,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,6.0,2
2114,0.59,0.46,0.125,0.755,0.33399999999999996,0.15,0.23800000000000002,9.0,2
2115,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8.0,1
2116,0.46,0.36,0.1,0.4635,0.2325,0.09300000000000001,0.115,7.0,2
2117,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9.0,1
2118,0.595,0.44,0.135,0.9640000000000001,0.5005,0.1715,0.2575,10.0,1
2119,0.295,0.215,0.075,0.11599999999999999,0.037000000000000005,0.0295,0.04,8.0,2
2120,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12.0,1
2121,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9.0,0
2122,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,12.0,0
2123,0.23,0.175,0.065,0.0645,0.026000000000000002,0.0105,0.02,5.0,2
2124,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11.0,1
2125,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11.0,0
2126,0.44,0.34,0.14,0.48200000000000004,0.18600000000000003,0.1085,0.16,9.0,1
2127,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18.0,0
2128,0.645,0.52,0.175,1.636,0.779,0.342,0.43200000000000005,11.0,0
2129,0.635,0.52,0.165,1.3405,0.5065,0.29600000000000004,0.41200000000000003,11.0,1
2130,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14.0,1
2131,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10.0,0
2132,0.62,0.51,0.18,1.2329999999999999,0.5920000000000001,0.27399999999999997,0.322,10.0,1
2133,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6.0,2
2134,0.675,0.525,0.16,1.2835,0.5720000000000001,0.2755,0.3545,13.0,0
2135,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11.0,1
2136,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11.0,0
2137,0.175,0.125,0.04,0.027999999999999997,0.0095,0.008,0.009000000000000001,4.0,2
2138,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8.0,2
2139,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,8.0,1
2140,0.46,0.345,0.105,0.415,0.187,0.087,0.11,8.0,2
2141,0.37,0.275,0.1,0.2225,0.09300000000000001,0.026000000000000002,0.08,8.0,1
2142,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13.0,0
2143,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11.0,0
2144,0.375,0.305,0.115,0.2715,0.092,0.07400000000000001,0.09,8.0,2
2145,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14.0,2
2146,0.695,0.525,0.205,1.8185,0.8190000000000001,0.4025,0.4525,13.0,1
2147,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8.0,1
2148,0.55,0.47,0.15,0.897,0.377,0.184,0.29,9.0,1
2149,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15.0,0
2150,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,7.0,2
2151,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7.0,2
2152,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14.0,0
2153,0.65,0.52,0.195,1.676,0.693,0.44,0.47,15.0,0
2154,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,11.0,0
2155,0.555,0.425,0.14,0.963,0.44,0.22399999999999998,0.24,7.0,1
2156,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12.0,1
2157,0.47,0.36,0.1,0.4705,0.1635,0.08900000000000001,0.1385,8.0,1
2158,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9.0,1
2159,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,10.0,0
2160,0.63,0.47,0.155,1.1325,0.589,0.21100000000000002,0.287,8.0,0
2161,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8.0,2
2162,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9.0,0
2163,0.535,0.4,0.135,0.775,0.368,0.20800000000000002,0.2055,8.0,2
2164,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,9.0,1
2165,0.69,0.525,0.175,1.7005,0.8255,0.36200000000000004,0.405,8.0,0
2166,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10.0,0
2167,0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,6.0,2
2168,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,19.0,1
2169,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10.0,1
2170,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9.0,1
2171,0.675,0.55,0.175,1.689,0.6940000000000001,0.371,0.474,13.0,1
2172,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9.0,1
2173,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11.0,0
2174,0.52,0.425,0.155,0.7735,0.297,0.12300000000000001,0.255,17.0,0
2175,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8.0,0
2176,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,8.0,0
2177,0.455,0.35,0.11,0.45799999999999996,0.2,0.111,0.1305,8.0,0
2178,0.49,0.37,0.11,0.5379999999999999,0.271,0.1035,0.139,8.0,2
2179,0.44,0.32,0.105,0.3875,0.1755,0.07400000000000001,0.12,9.0,2
2180,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9.0,2
2181,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8.0,2
2182,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9.0,2
2183,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13.0,1
2184,0.475,0.365,0.14,0.6175,0.20199999999999999,0.1445,0.19,16.0,0
2185,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,9.0,0
2186,0.53,0.425,0.13,0.7585,0.325,0.19699999999999998,0.205,8.0,1
2187,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19.0,1
2188,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10.0,0
2189,0.465,0.36,0.105,0.431,0.172,0.107,0.175,9.0,0
2190,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,8.0,2
2191,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7.0,2
2192,0.53,0.415,0.14,0.7240000000000001,0.3105,0.1675,0.205,10.0,0
2193,0.53,0.425,0.11,0.7390000000000001,0.237,0.161,0.295,13.0,0
2194,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3.0,0
